pago_id;run_socio_titular;nombre_socio_titular;anio_membresia;mes_cuota;fecha_vencimiento;monto_membresia;monto_adicionales;monto_total;estado_pago;fecha_pago;medio_pago;registro_incorrecto;tipo_error
228;12620839-1;Patricia Quezada Iturra;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
229;5093909-9;Javiera Barrera Duarte;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
230;5093909-9;Javiera Barrera Duarte;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
231;5093909-9;Javiera Barrera Duarte;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
232;5093909-9;Javiera Barrera Duarte;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
233;5093909-9;Javiera Barrera Duarte;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
234;5093909-9;Javiera Barrera Duarte;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
235;5093909-9;Javiera Barrera Duarte;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
236;5093909-9;Javiera Barrera Duarte;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
237;5093909-9;Javiera Barrera Duarte;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
238;5093909-9;Javiera Barrera Duarte;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
239;5093909-9;Javiera Barrera Duarte;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
240;5093909-9;Ana Contreras;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;nombre_diferente
241;19556227-9;Mauricio Fuentes Contreras;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
242;19556227-9;Mauricio Fuentes Contreras;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
243;19556227-9;Mauricio Fuentes Contreras;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
244;19556227-9;Mauricio Fuentes Contreras;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
245;19556227-9;Mauricio Fuentes Contreras;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
246;19556227-9;Mauricio Fuentes Contreras;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
247;19556227-9;Mauricio Fuentes Contreras;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
248;19556227-9;Mauricio Fuentes Contreras;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
249;19556227-9;Mauricio Fuentes Contreras;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
250;19556227-9;Mauricio Fuentes Contreras;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
251;19556227-9;Mauricio Fuentes Contreras;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
252;19556227-9;Juan Gonzalez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;nombre_diferente
253;17877848-0;Mauricio Henriquez Espinoza;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
254;17877848-0;Mauricio Henriquez Espinoza;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
255;17877848-0;Mauricio Henriquez Espinoza;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
256;17877848-0;Mauricio Henriquez Espinoza;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
257;17877848-0;Mauricio Henriquez Espinoza;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
258;17877848-0;Mauricio Henriquez Espinoza;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
259;17877848-0;Mauricio Henriquez Espinoza;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
260;17877848-0;Mauricio Henriquez Espinoza;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
261;17877848-0;Mauricio Henriquez Espinoza;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
262;17877848-0;Mauricio Henriquez Espinoza;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
263;17877848-0;Mauricio Henriquez Espinoza;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
264;17877848-0;Mauricio Henriquez Espinoza;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
265;12735469-3;Daniela Quezada Nuñez;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
266;12735469-3;Daniela Quezada Nuñez;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
267;12735469-3;Daniela Quezada Nuñez;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
268;12735469-3;Daniela Quezada Nuñez;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
269;12735469-3;Daniela Quezada Nuñez;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
270;12735469-3;Daniela Quezada Nuñez;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
271;12735469-3;Diego Contreras;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;SI;nombre_diferente
272;12735469-3;Daniela Quezada Nuñez;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
273;12735469-3;Daniela Quezada Nuñez;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
274;12735469-3;Daniela Quezada Nuñez;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
275;12735469-3;Daniela Quezada Nuñez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
276;12735469-3;Daniela Quezada Nuñez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
277;21265551-1;Enrique Quezada Mendez;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
278;21265551-1;Enrique Quezada Mendez;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
279;21265551-1;Enrique Quezada Mendez;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
280;21265551-1;Enrique Quezada Mendez;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
281;21265551-1;Enrique Quezada Mendez;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
282;21265551-1;Enrique Quezada Mendez;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
283;21265551-1;Enrique Quezada Mendez;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
284;21265551-1;Enrique Quezada Mendez;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
285;21265551-1;Enrique Quezada Mendez;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
286;21265551-1;Enrique Quezada Mendez;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
287;21265551-1;Enrique Quezada Mendez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
288;21265551-1;Enrique Quezada Mendez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
289;20789127-4;Daniela Henriquez Duarte;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
290;20789127-4;Daniela Henriquez Duarte;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
291;20789127-4;Daniela Henriquez Duarte;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
292;20789127-4;Daniela Henriquez Duarte;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
293;20789127-4;Daniela Henriquez Duarte;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
294;20789127-4;Daniela Henriquez Duarte;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
295;20789127-4;Daniela Henriquez Duarte;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
296;20789127-4;Daniela Henriquez Duarte;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
297;20789127-4;Daniela Henriquez Duarte;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
298;20789127-4;Daniela Henriquez Duarte;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
299;20789127-4;Daniela Henriquez Duarte;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
300;20789127-4;Daniela Henriquez Duarte;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
301;8054887-4;Juan Contreras;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;SI;nombre_diferente
302;8054887-4;Daniela Quezada Espinoza;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
303;8054887-4;Daniela Quezada Espinoza;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
304;8054887-4;Daniela Quezada Espinoza;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
305;8054887-4;Daniela Quezada Espinoza;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
306;8054887-4;Daniela Quezada Espinoza;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
307;8054887-4;Daniela Quezada Espinoza;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
308;8054887-4;Daniela Quezada Espinoza;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
309;8054887-4;Daniela Quezada Espinoza;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
310;8054887-4;Daniela Quezada Espinoza;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
311;8054887-4;Daniela Quezada Espinoza;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
312;8054887-4;Daniela Quezada Espinoza;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
313;6344903-3;Ignacio Pardo Pardo;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
314;6344903-3;Ignacio Pardo Pardo;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
315;6344903-3;Ignacio Pardo Pardo;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
316;6344903-3;Ignacio Pardo Pardo;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
317;6344903-3;Ignacio Pardo Pardo;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
318;6344903-3;Ignacio Pardo Pardo;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
319;6344903-3;Ignacio Pardo Pardo;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
320;6344903-3;Ignacio Pardo Pardo;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
321;6344903-3;Ignacio Pardo Pardo;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
322;6344903-3;Ignacio Pardo Pardo;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
323;6344903-3;Ignacio Pardo Pardo;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
324;6344903-3;Ignacio Pardo Pardo;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
325;6016578-3;Natalia Galdames Contreras;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
326;6016578-3;Natalia Galdames Contreras;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
327;6016578-3;Natalia Galdames Contreras;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
328;6016578-3;Natalia Galdames Contreras;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
329;6016578-3;Natalia Galdames Contreras;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
330;6016578-3;Natalia Galdames Contreras;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
331;6016578-3;Natalia Galdames Contreras;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
332;6016578-3;Natalia Galdames Contreras;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
333;6016578-3;Natalia Galdames Contreras;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
334;6016578-3;Natalia Galdames Contreras;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
335;6016578-3;Natalia Galdames Contreras;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
336;6016578-3;Natalia Galdames Contreras;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
337;21896425-6;Beatriz Galdames Espinoza;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
338;21896425-6;Beatriz Galdames Espinoza;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
339;21896425-6;Beatriz Galdames Espinoza;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
340;21896425-6;Beatriz Galdames Espinoza;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
341;21896425-6;Beatriz Galdames Espinoza;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
342;21896425-6;Beatriz Galdames Espinoza;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
343;21896425-6;Beatriz Galdames Espinoza;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
344;21896425-6;Beatriz Galdames Espinoza;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
345;21896425-6;Juan Rojas;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;SI;nombre_diferente
346;21896425-6;Beatriz Galdames Espinoza;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
347;21896425-6;Beatriz Galdames Espinoza;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
348;21896425-6;Beatriz Galdames Espinoza;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
349;15913517-9;Gonzalo Lagos Mendez;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
350;15913517-9;Gonzalo Lagos Mendez;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
351;15913517-9;Pedro Gonzalez;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;SI;nombre_diferente
352;15913517-9;Gonzalo Lagos Mendez;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
353;15913517-9;Pedro Gonzalez;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;SI;nombre_diferente
354;15913517-9;Gonzalo Lagos Mendez;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
355;15913517-9;Gonzalo Lagos Mendez;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
356;15913517-9;Gonzalo Lagos Mendez;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
357;15913517-9;Gonzalo Lagos Mendez;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
358;15913517-9;Gonzalo Lagos Mendez;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
359;15913517-9;Gonzalo Lagos Mendez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
360;15913517-9;Gonzalo Lagos Mendez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
361;17526820-0;Ignacio Espinoza Galdames;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
362;17526820-0;Ignacio Espinoza Galdames;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
363;17526820-0;Ignacio Espinoza Galdames;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
364;17526820-0;Ignacio Espinoza Galdames;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
365;17526820-0;Ignacio Espinoza Galdames;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
366;17526820-0;Ignacio Espinoza Galdames;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
367;17526820-0;Ignacio Espinoza Galdames;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
368;17526820-0;Ignacio Espinoza Galdames;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
369;17526820-0;Ignacio Espinoza Galdames;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
370;17526820-0;Ignacio Espinoza Galdames;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
371;17526820-0;Ignacio Espinoza Galdames;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
372;17526820-0;Ignacio Espinoza Galdames;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
373;16103628-5;Helena Alvarez Mendez;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
374;16103628-5;Helena Alvarez Mendez;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
375;16103628-5;Helena Alvarez Mendez;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
376;16103628-5;Helena Alvarez Mendez;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
377;16103628-5;Helena Alvarez Mendez;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
378;16103628-5;Helena Alvarez Mendez;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
379;16103628-5;Helena Alvarez Mendez;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
380;16103628-5;Helena Alvarez Mendez;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
381;16103628-5;Helena Alvarez Mendez;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
382;16103628-5;Helena Alvarez Mendez;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
383;16103628-5;Helena Alvarez Mendez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
384;16103628-5;Helena Alvarez Mendez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
385;24941085-3;Natalia Contreras Jara;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
386;24941085-3;Natalia Contreras Jara;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
387;24941085-3;Natalia Contreras Jara;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
388;24941085-3;Natalia Contreras Jara;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
389;24941085-3;Natalia Contreras Jara;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
390;24941085-3;Natalia Contreras Jara;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
391;24941085-3;Natalia Contreras Jara;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
392;24941085-3;Natalia Contreras Jara;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
393;24941085-3;Natalia Contreras Jara;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
394;24941085-3;Natalia Contreras Jara;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
395;24941085-3;Ana Rojas;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;nombre_diferente
396;24941085-3;Natalia Contreras Jara;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
397;21325038-8;Loreto Nuñez Henriquez;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
398;21325038-8;Loreto Nuñez Henriquez;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
399;21325038-8;Loreto Nuñez Henriquez;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
400;21325038-8;Loreto Nuñez Henriquez;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
401;21325038-8;Loreto Nuñez Henriquez;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
402;21325038-8;Loreto Nuñez Henriquez;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
403;21325038-8;Loreto Nuñez Henriquez;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
404;21325038-8;Loreto Nuñez Henriquez;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
405;21325038-8;Loreto Nuñez Henriquez;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
406;21325038-8;Loreto Nuñez Henriquez;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
407;21325038-8;Loreto Nuñez Henriquez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
408;21325038-8;Loreto Nuñez Henriquez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
409;18257455-3;Kevin Iturra Nuñez;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
410;18257455-3;Kevin Iturra Nuñez;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
411;18257455-3;Kevin Iturra Nuñez;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
412;18257455-3;Sofia Gonzalez;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;SI;nombre_diferente
413;18257455-3;Kevin Iturra Nuñez;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
414;18257455-3;Kevin Iturra Nuñez;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
415;18257455-3;Kevin Iturra Nuñez;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
416;18257455-3;Kevin Iturra Nuñez;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
417;18257455-3;Kevin Iturra Nuñez;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
418;18257455-3;Kevin Iturra Nuñez;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
419;18257455-3;Kevin Iturra Nuñez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
420;18257455-3;Kevin Iturra Nuñez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
421;19067421-4;Enrique Henriquez Contreras;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
422;19067421-4;Enrique Henriquez Contreras;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
423;19067421-4;Juan Contreras;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;SI;nombre_diferente
424;19067421-4;Enrique Henriquez Contreras;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
425;19067421-4;Enrique Henriquez Contreras;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
426;19067421-4;Enrique Henriquez Contreras;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
427;19067421-4;Enrique Henriquez Contreras;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
428;19067421-4;Enrique Henriquez Contreras;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
429;19067421-4;Enrique Henriquez Contreras;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
430;19067421-4;Juan Contreras;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;SI;nombre_diferente
431;19067421-4;Enrique Henriquez Contreras;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
432;19067421-4;Enrique Henriquez Contreras;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
433;23937539-1;Beatriz Barrera Fuentes;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
434;23937539-1;Beatriz Barrera Fuentes;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
435;23937539-1;Beatriz Barrera Fuentes;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
436;23937539-1;Beatriz Barrera Fuentes;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
437;23937539-1;Beatriz Barrera Fuentes;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
438;23937539-1;Beatriz Barrera Fuentes;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
439;23937539-1;Beatriz Barrera Fuentes;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
440;23937539-1;Beatriz Barrera Fuentes;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
441;23937539-1;Beatriz Barrera Fuentes;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
442;23937539-1;Beatriz Barrera Fuentes;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
443;23937539-1;Beatriz Barrera Fuentes;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
444;23937539-1;Beatriz Barrera Fuentes;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
445;23230624-6;Patricia Jara Espinoza;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
446;23230624-6;Patricia Jara Espinoza;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
447;23230624-6;Patricia Jara Espinoza;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
448;23230624-6;Patricia Jara Espinoza;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
449;23230624-6;Patricia Jara Espinoza;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
450;23230624-6;Patricia Jara Espinoza;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
451;23230624-6;Patricia Jara Espinoza;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
452;23230624-6;Patricia Jara Espinoza;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
453;23230624-6;Patricia Jara Espinoza;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
454;23230624-6;Patricia Jara Espinoza;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
